Year,Section,Metric,AGRS,ARTO,BABP,BACA,BBCA,BBKP,BBNI,BBRI,BBTN,BDMN,BINA,BJBR,BJTM,BKSW,BMAS,BMRI,BNBA,BNGA,BNII,BNLI,BSIM,BTPN,BVIC,DNAR,INPC,MAYA,MCOR,MEGA,NISP,NOBU,PNBN,SDRA
2023,CASHFLOW STATEMENT,Arus Kas Dari Aktivitas Operasi,-2043.0,2250.0,584.0,-1546.0,58115.0,-10166.0,10393.0,-4971.0,6634.0,-6378.0,73.0,612.0,-9697.0,588.0,-3191.0,-69622.0,-238.0,-1797.0,5263.0,-31514.0,4629.0,-2397.0,1279.0,530.0,-518.0,-3092.0,2989.0,-10339.0,790.0,1364.0,3871.0,-276.0
2023,CASHFLOW STATEMENT,Arus Kas Dari Aktivitas Investasi,-38.0,-744.0,-922.0,-6.0,-69797.0,-11595.0,-10771.0,-4989.0,-4439.0,1415.0,467.0,-2561.0,6805.0,129.0,-913.0,16011.0,321.0,-5998.0,-4028.0,5313.0,-188.0,394.0,-1413.0,-497.0,-384.0,-366.0,-3619.0,4289.0,-1295.0,-1758.0,-957.0,265.0
2023,CASHFLOW STATEMENT,Arus Kas Dari Aktivitas Pendanaan,752.0,-12.0,799.0,,-25071.0,9663.0,-8492.0,-39551.0,9316.0,3878.0,-25.0,695.0,-747.0,-1028.0,3502.0,23471.0,-1.0,329.0,-2511.0,2775.0,-111.0,-13887.0,287.0,38.0,,2139.0,-11.0,-1788.0,-3333.0,873.0,-3717.0,-27.0
2023,CASHFLOW STATEMENT,Kenaikan (Penurunan) Bersih Kas dan Setara Kas,-1328.0,1494.0,461.0,-1552.0,-36752.0,-12098.0,-8871.0,-49512.0,11511.0,-1086.0,515.0,-1254.0,-3639.0,-311.0,-602.0,-30141.0,83.0,-7569.0,-1276.0,-23426.0,4329.0,-15890.0,153.0,71.0,-903.0,-1319.0,-641.0,-7837.0,-3837.0,479.0,-803.0,-38.0
2023,CASHFLOW STATEMENT,Kas Dan Setara Kas Awal Periode,4151.0,1460.0,3291.0,3775.0,160422.0,17560.0,163900.0,268192.0,41527.0,19661.0,4509.0,24733.0,19988.0,2134.0,2247.0,274890.0,1123.0,32052.0,15740.0,57388.0,11042.0,39378.0,2645.0,962.0,4982.0,19159.0,2602.0,19517.0,14632.0,3032.0,17353.0,4510.0
2023,CASHFLOW STATEMENT,Kas Dan Setara Kas Akhir Periode,2822.0,2954.0,3743.0,2223.0,124396.0,492.0,154879.0,218678.0,53038.0,18563.0,5024.0,23494.0,16349.0,1844.0,1644.0,243802.0,1205.0,24483.0,14413.0,33993.0,15331.0,23473.0,2799.0,1033.0,4077.0,17841.0,1950.0,11680.0,10757.0,3515.0,16504.0,4471.0
2023,CASHFLOW STATEMENT,Operating Cash Flow,-2043.0,2250.0,584.0,-1546.0,58115.0,-10166.0,10393.0,-4971.0,6634.0,-6378.0,73.0,612.0,-9697.0,588.0,-3191.0,-69622.0,-238.0,-1797.0,5263.0,-31514.0,4629.0,-2397.0,1279.0,530.0,-518.0,-3092.0,2989.0,-10339.0,790.0,1364.0,3871.0,-276.0
2023,CASHFLOW STATEMENT,Capital expenditure,-33.0,-9.0,-989.0,-6.0,-4698.0,-212.0,-2355.0,-8177.0,-2313.0,-696.0,-34.0,-490.0,-149.0,0.0,-15.0,-5021.0,-4.0,-284.0,-596.0,-487.0,-189.0,-215.0,-16.0,-29.0,-32.0,-217.0,-16.0,-147.0,-385.0,-66.0,-302.0,-42.0
2023,CASHFLOW STATEMENT,Free cash flow,-2076.0,2241.0,-406.0,-1552.0,53418.0,-10377.0,8038.0,-13149.0,4321.0,-7074.0,39.0,123.0,-9846.0,587.0,-3206.0,-74644.0,-242.0,-2081.0,4667.0,-32001.0,4440.0,-2613.0,1263.0,501.0,-550.0,-3309.0,2972.0,-10486.0,405.0,1298.0,3570.0,-318.0
2023,CASHFLOW STATEMENT,Free cash flow per share,-54.93,161.74,-12.01,-77.79,433.32,-55.23,215.51,-86.76,307.88,-723.81,6.38,11.67,-655.72,16.71,-177.12,-799.75,-71.46,-82.82,61.24,-884.45,225.18,-320.6,79.7,29.4,-27.2,-279.63,78.39,-893.09,17.64,173.57,148.19,-37.08
2023,BALANCE SHEET,Total Aset,19377.0,21296.0,18147.0,19259.0,1408107.0,84307.0,1086664.0,1968369.0,438750.0,221305.0,24385.0,188295.0,103855.0,16.71,19663.0,2174219.0,7992.0,334369.0,171803.0,257444.0,52635.0,201448.0,29624.0,11075.0,26104.0,141489.0,27852.0,132050.0,249757.0,26622.0,222010.0,54822.0
2023,BALANCE SHEET,Kas Dan Setara Kas,73.0,9.0,83.0,57.0,21702.0,289.0,11207.0,31604.0,2127.0,2362.0,72.0,3530.0,2653.0,24.0,77.0,26432.0,45.0,3928.0,1570.0,1757.0,388.0,1429.0,93.0,17.0,369.0,322.0,213.0,855.0,973.0,157.0,1298.0,509.0
2023,BALANCE SHEET,Giro Pada Bank Indonesia,1083.0,1179.0,739.0,2117.0,92618.0,3206.0,65256.0,101909.0,18146.0,5035.0,1600.0,14880.0,7971.0,544.0,1071.0,108605.0,464.0,13180.0,8152.0,7316.0,6023.0,9277.0,1493.0,463.0,2658.0,9108.0,1553.0,6822.0,7000.0,1154.0,7870.0,2234.0
2023,BALANCE SHEET,Penempatan Pada Bank Indonesia,1118.0,1434.0,2696.0,,5202.0,2134.0,43794.0,65223.0,30561.0,9032.0,3172.0,3887.0,5230.0,1092.0,400.0,73887.0,665.0,4533.0,2494.0,25151.0,6263.0,8964.0,915.0,550.0,711.0,7932.0,45.0,3353.0,1642.0,2096.0,6036.0,1377.0
2023,BALANCE SHEET,Pinjaman Yang Diberikan,9161.0,12778.0,9991.0,7022.0,758888.0,45836.0,647927.0,1130654.0,282392.0,136314.0,12342.0,114386.0,53396.0,5449.0,13111.0,1306734.0,3780.0,194011.0,104679.0,131230.0,15185.0,153041.0,18054.0,8311.0,11637.0,102212.0,18846.0,65688.0,146008.0,15136.0,131498.0,43275.0
2023,BALANCE SHEET,Aset Tetap,120.0,119.0,1002.0,654.0,26825.0,3234.0,27765.0,59678.0,8118.0,2161.0,121.0,4795.0,1278.0,213.0,425.0,57978.0,789.0,9563.0,3828.0,3492.0,1606.0,2048.0,423.0,131.0,2128.0,3004.0,802.0,6198.0,3905.0,702.0,10002.0,353.0
2023,BALANCE SHEET,Simpanan Nasabah,8894.0,11892.0,13402.0,12518.0,1090767.0,44789.0,810730.0,1358329.0,322501.0,138412.0,19316.0,126478.0,75850.0,6339.0,11031.0,1351448.0,4697.0,235862.0,115503.0,188587.0,35143.0,98457.0,22429.0,6070.0,20632.0,116597.0,19987.0,89436.0,181755.0,17876.0,135089.0,31189.0
2023,BALANCE SHEET,Pinjaman yang Diterima,4280.0,,,,1630.0,11704.0,30950.0,98851.0,33762.0,8321.0,,20324.0,597.0,,,95661.0,,6289.0,7745.0,0.0,,31253.0,,,,860.0,,2909.0,2738.0,,2803.0,11895.0
