Year,Section,Metric,AGRS,ARTO,BABP,BACA,BBCA,BBKP,BBNI,BBRI,BBTN,BDMN,BINA,BJBR,BJTM,BKSW,BMAS,BMRI,BNBA,BNGA,BNII,BNLI,BSIM,BTPN,BVIC,DNAR,INPC,MAYA,MCOR,MEGA,NISP,NOBU,PNBN,SDRA
2019,CASHFLOW STATEMENT,Arus Kas Dari Aktivitas Operasi,-669.0,134.0,-792.0,-2169.0,51942.0,-2143.0,-12611.0,44583.0,-14828.0,-9005.0,415.0,-6594.0,2338.0,-735.0,458.0,23968.0,-71.0,2071.0,6100.0,-1880.0,-1212.0,-11971.0,-1101.0,-201.0,589.0,-3300.0,-308.0,3650.0,4623.0,-2101.0,1665.0,-333.0
2019,CASHFLOW STATEMENT,Arus Kas Dari Aktivitas Investasi,-160.0,-814.0,-21.0,-58.0,-34732.0,-442.0,13484.0,-5188.0,-7077.0,2031.0,-404.0,-148.0,-1796.0,84.0,-324.0,-16252.0,144.0,1695.0,-3088.0,2485.0,-240.0,11301.0,-917.0,98.0,-951.0,-432.0,1.0,3148.0,2951.0,256.0,-860.0,-484.0
2019,CASHFLOW STATEMENT,Arus Kas Dari Aktivitas Pendanaan,699.0,683.0,92.0,0.0,-7335.0,1248.0,-18491.0,-18085.0,8440.0,1093.0,,1450.0,475.0,547.0,-36.0,-6872.0,-27.0,1399.0,-2303.0,1788.0,1000.0,122.0,299.0,445.0,-102.0,284.0,421.0,-800.0,-2438.0,,-762.0,3145.0
2019,CASHFLOW STATEMENT,Kenaikan (Penurunan) Bersih Kas dan Setara Kas,-130.0,3.0,-720.0,-2227.0,9875.0,-1338.0,-17618.0,21310.0,-13465.0,-5881.0,11.0,-5291.0,1017.0,-103.0,99.0,844.0,47.0,4730.0,708.0,2393.0,-452.0,-548.0,-1763.0,343.0,-464.0,-3448.0,113.0,5998.0,5136.0,-1845.0,43.0,2328.0
2019,CASHFLOW STATEMENT,Kas Dan Setara Kas Awal Periode,701.0,61.0,1696.0,6068.0,103312.0,11960.0,98922.0,215757.0,44715.0,19029.0,1053.0,23249.0,19438.0,3030.0,874.0,124678.0,1281.0,27729.0,17671.0,20896.0,4720.0,20424.0,3908.0,903.0,4294.0,11968.0,1833.0,7842.0,14420.0,4347.0,15446.0,2999.0
2019,CASHFLOW STATEMENT,Kas Dan Setara Kas Akhir Periode,864.0,64.0,965.0,3841.0,113068.0,11.0,81185.0,236906.0,31250.0,13075.0,1064.0,17961.0,20453.0,2879.0,971.0,123793.0,1326.0,32458.0,18234.0,23202.0,4213.0,19842.0,2146.0,1246.0,3816.0,8520.0,1935.0,13840.0,19553.0,2476.0,15310.0,5327.0
2019,CASHFLOW STATEMENT,Operating Cash Flow,-669.0,134.0,-792.0,-2169.0,51942.0,-2143.0,-12611.0,44583.0,-14828.0,-9005.0,415.0,-6594.0,2338.0,-735.0,458.0,23968.0,-71.0,2071.0,6100.0,-1880.0,-1212.0,-11971.0,-1144.0,-201.0,589.0,-3300.0,-308.0,3650.0,4623.0,-2101.0,1665.0,-333.0
2019,CASHFLOW STATEMENT,Capital expenditure,-106.0,-2.0,-20.0,-58.0,-2675.0,-151.0,-1852.0,-3695.0,-367.0,-433.0,-9.0,-159.0,-22.0,-58.0,-8.0,-4835.0,-11.0,-659.0,-326.0,-138.0,-240.0,-325.0,-7.0,-40.0,-16.0,-95.0,-27.0,-94.0,-187.0,-24.0,-895.0,-22.0
2019,CASHFLOW STATEMENT,Free cash flow,-775.0,133.0,-812.0,-2227.0,49267.0,-2294.0,-14463.0,40888.0,-15195.0,-9438.0,406.0,-6753.0,2316.0,-792.0,451.0,19133.0,-82.0,1412.0,5774.0,-2018.0,-1452.0,-12296.0,-1151.0,-240.0,573.0,-3395.0,-336.0,3556.0,4437.0,-2125.0,770.0,-356.0
2019,CASHFLOW STATEMENT,Free cash flow per share,-109.02,110.08,-32.06,-315.03,1998.25,-196.9,-775.54,331.49,-1434.84,-965.64,148.9,-686.37,154.35,-38.77,101.39,410.0,-35.44,56.18,75.75,-71.94,-85.52,-1508.86,-128.59,-37.89,36.25,-496.82,-20.18,510.61,193.36,-478.8,31.98,-54.03
