Year,Section,Metric,AGRS,ARTO,BABP,BACA,BBCA,BBKP,BBNI,BBRI,BBTN,BDMN,BINA,BJBR,BJTM,BKSW,BMAS,BMRI,BNBA,BNGA,BNII,BNLI,BSIM,BTPN,BVIC,DNAR,INPC,MAYA,MCOR,MEGA,NISP,NOBU,PNBN,SDRA
2022,CASHFLOW STATEMENT,Arus Kas Dari Aktivitas Operasi,-279.0,1505.0,719.0,-4699.0,33779.0,-259.0,19953.0,97506.0,1265.0,-8211.0,-248.0,-9818.0,-8746.0,-1942.0,-1520.0,100726.0,-1066.0,-16360.0,-12708.0,17024.0,-4999.0,-4416.0,1057.0,-984.0,605.0,3680.0,-1424.0,16561.0,-11605.0,-287.0,-190.0,-89.0
2022,CASHFLOW STATEMENT,Arus Kas Dari Aktivitas Investasi,-27.0,-1452.0,-159.0,-37.0,-32383.0,-6783.0,-32233.0,27228.0,-2400.0,11554.0,-1209.0,-607.0,8604.0,423.0,-462.0,-42641.0,-53.0,5995.0,1901.0,-3331.0,-119.0,3152.0,-233.0,-467.0,-151.0,-2242.0,171.0,-13408.0,14354.0,-364.0,3191.0,-1473.0
2022,CASHFLOW STATEMENT,Arus Kas Dari Aktivitas Pendanaan,848.0,-11.0,303.0,1300.0,-19116.0,9397.0,2725.0,-10436.0,1431.0,-2042.0,779.0,5367.0,-827.0,870.0,1708.0,13329.0,816.0,-4938.0,1894.0,-418.0,397.0,9057.0,160.0,990.0,,1660.0,-13.0,-1229.0,-507.0,26.0,292.0,2153.0
2022,CASHFLOW STATEMENT,Kenaikan (Penurunan) Bersih Kas dan Setara Kas,542.0,42.0,863.0,-3435.0,-17720.0,2355.0,-9555.0,114298.0,297.0,1302.0,-678.0,-5058.0,-970.0,-649.0,-275.0,71415.0,-308.0,-14964.0,-8913.0,13274.0,-4722.0,7793.0,984.0,-460.0,454.0,3098.0,-1265.0,1924.0,2242.0,-625.0,3292.0,591.0
2022,CASHFLOW STATEMENT,Kas Dan Setara Kas Awal Periode,3609.0,1418.0,2435.0,7211.0,177269.0,15627.0,173340.0,153925.0,41230.0,18261.0,5187.0,29768.0,20958.0,2764.0,2504.0,193632.0,1426.0,47016.0,24253.0,43860.0,15453.0,31582.0,1887.0,1422.0,4503.0,16061.0,3799.0,17592.0,12061.0,3654.0,13766.0,3918.0
2022,CASHFLOW STATEMENT,Kas Dan Setara Kas Akhir Periode,4151.0,1460.0,3291.0,3775.0,160422.0,-422.0,163900.0,268192.0,41527.0,19661.0,4509.0,24733.0,19988.0,2134.0,2247.0,274890.0,1123.0,32052.0,15740.0,57388.0,11042.0,39378.0,2645.0,962.0,4982.0,19159.0,2602.0,19517.0,14632.0,3032.0,17353.0,4510.0
2022,CASHFLOW STATEMENT,Operating Cash Flow,-279.0,1505.0,719.0,-4699.0,33779.0,-259.0,19953.0,97506.0,1265.0,-8211.0,-248.0,-9818.0,-8746.0,-1942.0,-1520.0,100726.0,-1066.0,-16360.0,-12708.0,17024.0,-4999.0,-4416.0,1057.0,-984.0,605.0,3680.0,-1424.0,16561.0,-11605.0,-287.0,-190.0,-89.0
2022,CASHFLOW STATEMENT,Capital expenditure,-31.0,-24.0,-16.0,-37.0,-2631.0,-66.0,-2442.0,-10538.0,-1042.0,-389.0,-32.0,-513.0,-248.0,-6.0,-29.0,-5100.0,-14.0,-302.0,-373.0,-510.0,-120.0,-194.0,-8.0,-18.0,-11.0,-1359.0,-27.0,-284.0,-792.0,-13.0,-337.0,-50.0
2022,CASHFLOW STATEMENT,Free cash flow,-310.0,1481.0,703.0,-4736.0,31148.0,-325.0,17511.0,86968.0,223.0,-8600.0,-280.0,-10331.0,-8994.0,-1948.0,-1549.0,95626.0,-1079.0,-16662.0,-13081.0,16514.0,-5119.0,-4610.0,1050.0,-1002.0,594.0,2321.0,-1451.0,16277.0,-12397.0,-300.0,-528.0,-139.0
2022,CASHFLOW STATEMENT,Free cash flow per share,-11.22,106.85,21.83,-237.34,252.67,-4.79,939.01,573.82,21.02,-879.9,-47.13,-981.91,-599.0,-95.33,-179.75,2049.14,-318.6,-662.99,-171.63,456.42,-259.66,-565.76,66.22,-58.78,29.35,196.17,-38.25,1386.39,-540.28,-65.24,-21.9,-16.2
