Year,Section,Metric,AGRS,ARTO,BABP,BACA,BBCA,BBKP,BBNI,BBRI,BBTN,BDMN,BINA,BJBR,BJTM,BKSW,BMAS,BMRI,BNBA,BNGA,BNII,BNLI,BSIM,BTPN,BVIC,DNAR,INPC,MAYA,MCOR,MEGA,NISP,NOBU,PNBN,SDRA
2015,CASHFLOW STATEMENT,Arus Kas Dari Aktivitas Operasi,-511.0,-11.0,1047.0,846.0,29459.0,477.0,24357.0,45545.0,1708.0,8995.0,-99.0,5579.0,3150.0,-2004.0,-565.0,10201.0,70.0,6755.0,8496.0,1808.0,2014.0,3498.0,584.0,148.0,1440.0,1709.0,-179.0,-4802.0,-1280.0,163.0,5629.0,803.0
2015,CASHFLOW STATEMENT,Arus Kas Dari Aktivitas Investasi,-12.0,10.0,-477.0,-61.0,18936.0,-816.0,-3516.0,-56705.0,2644.0,2757.0,-80.0,-5339.0,-2232.0,-129.0,245.0,-29625.0,-275.0,-2271.0,486.0,5156.0,-216.0,-816.0,-1108.0,-2.0,381.0,-344.0,240.0,542.0,5354.0,-40.0,-221.0,-120.0
2015,CASHFLOW STATEMENT,Arus Kas Dari Aktivitas Pendanaan,98.0,,407.0,194.0,-4754.0,3238.0,9250.0,1804.0,2827.0,-5166.0,,-716.0,-461.0,965.0,-12.0,1454.0,-13.0,-4862.0,-463.0,-1666.0,19.0,-2849.0,0.0,,-102.0,1148.0,75.0,1016.0,2462.0,,-1379.0,292.0
2015,CASHFLOW STATEMENT,Kenaikan (Penurunan) Bersih Kas dan Setara Kas,-425.0,-1.0,977.0,979.0,43641.0,2899.0,30090.0,-9355.0,7178.0,6586.0,-179.0,-476.0,458.0,-1168.0,-333.0,-17970.0,-218.0,624.0,8519.0,5299.0,1817.0,-168.0,-567.0,146.0,1719.0,2513.0,136.0,-3244.0,6536.0,123.0,4029.0,975.0
2015,CASHFLOW STATEMENT,Kas Dan Setara Kas Awal Periode,1326.0,63.0,2429.0,2338.0,74476.0,13898.0,53512.0,172731.0,13032.0,25357.0,470.0,12839.0,8118.0,4846.0,1124.0,138804.0,1335.0,27507.0,19163.0,18360.0,4170.0,12517.0,3907.0,500.0,2917.0,6936.0,1843.0,17791.0,11519.0,1807.0,16716.0,1942.0
2015,CASHFLOW STATEMENT,Kas Dan Setara Kas Akhir Periode,901.0,62.0,3406.0,3317.0,118661.0,237.0,83608.0,163389.0,20210.0,31943.0,291.0,12356.0,8575.0,3899.0,795.0,125667.0,1116.0,28131.0,28107.0,24145.0,5766.0,12349.0,3340.0,645.0,4707.0,9448.0,1994.0,14547.0,18055.0,1931.0,20745.0,2918.0
2015,CASHFLOW STATEMENT,Operating Cash Flow,-511.0,-11.0,1047.0,846.0,29459.0,477.0,24357.0,45545.0,1708.0,8995.0,-99.0,5579.0,3150.0,-2004.0,-565.0,10201.0,70.0,6755.0,8496.0,1808.0,2014.0,3498.0,552.0,148.0,1440.0,1709.0,-179.0,-4802.0,-1280.0,163.0,5629.0,803.0
2015,CASHFLOW STATEMENT,Capital expenditure,-13.0,-3.0,-41.0,-61.0,-2533.0,-383.0,-3022.0,-3285.0,-263.0,-890.0,-3.0,-54.0,-68.0,-36.0,-12.0,-1709.0,-7.0,-1305.0,-201.0,-194.0,-217.0,-629.0,-12.0,-2.0,-40.0,-234.0,-27.0,-63.0,-251.0,-35.0,-324.0,-48.0
2015,CASHFLOW STATEMENT,Free cash flow,-524.0,-14.0,1006.0,784.0,26926.0,93.0,21335.0,42260.0,1445.0,8104.0,-102.0,5525.0,3083.0,-2040.0,-577.0,8493.0,64.0,5450.0,8296.0,1615.0,1797.0,2869.0,540.0,146.0,1400.0,1475.0,-206.0,-4865.0,-1531.0,128.0,5305.0,755.0
2015,CASHFLOW STATEMENT,Free cash flow per share,-100.23,-14.52,52.59,122.49,1092.1,10.27,1144.02,1713.05,136.55,845.57,-48.46,569.82,206.64,-232.95,-149.85,363.97,27.5,216.86,122.45,135.88,127.0,491.22,75.66,64.76,106.94,342.73,-31.57,-698.68,-133.45,29.8,220.24,144.83
2015,BALANCE SHEET,Total Aset,4217.0,746.0,12137.0,12159.0,594373.0,94367.0,508595.0,878426.0,171808.0,188057.0,2082.0,88697.0,42804.0,-232.95,5344.0,910063.0,6567.0,238849.0,157619.0,182689.0,27886.0,81040.0,23251.0,2074.0,25119.0,47306.0,10089.0,68225.0,120480.0,6703.0,183121.0,20020.0
2015,BALANCE SHEET,Kas Dan Setara Kas,32.0,13.0,109.0,63.0,17849.0,850.0,12890.0,28772.0,1181.0,2728.0,13.0,2403.0,2112.0,45.0,69.0,25109.0,64.0,4240.0,1979.0,2013.0,487.0,1352.0,68.0,14.0,343.0,162.0,122.0,1094.0,938.0,97.0,1373.0,205.0
2015,BALANCE SHEET,Giro Pada Bank Indonesia,266.0,47.0,813.0,892.0,37775.0,5467.0,30932.0,61718.0,10986.0,9511.0,125.0,6077.0,3345.0,1711.0,332.0,56314.0,444.0,14605.0,10330.0,12834.0,1868.0,4774.0,1426.0,111.0,1788.0,3136.0,647.0,4546.0,7801.0,386.0,10800.0,1273.0
2015,BALANCE SHEET,Penempatan Pada Bank Indonesia,412.0,,1335.0,1835.0,56259.0,10075.0,33417.0,49835.0,7839.0,17983.0,122.0,3739.0,3024.0,2112.0,194.0,37321.0,530.0,5884.0,13948.0,8291.0,2273.0,6209.0,1837.0,516.0,1282.0,5607.0,481.0,8673.0,9278.0,1139.0,8475.0,270.0
2015,BALANCE SHEET,Pinjaman Yang Diberikan,2745.0,466.0,7047.0,6045.0,378616.0,64863.0,314067.0,547318.0,126006.0,99483.0,1454.0,54368.0,27424.0,20788.0,4036.0,564394.0,4293.0,163683.0,102330.0,125868.0,17328.0,58710.0,12825.0,1136.0,17113.0,34099.0,7232.0,31748.0,84041.0,3466.0,117744.0,13776.0
2015,BALANCE SHEET,Aset Tetap,27.0,21.0,50.0,232.0,9712.0,1211.0,20757.0,8039.0,1553.0,2559.0,3.0,1023.0,339.0,111.0,280.0,9762.0,737.0,6412.0,1145.0,2724.0,1036.0,876.0,568.0,110.0,,,297.0,5769.0,1077.0,53.0,9134.0,327.0
2015,BALANCE SHEET,Simpanan Nasabah,3494.0,563.0,9767.0,10820.0,473666.0,76164.0,353937.0,668995.0,127709.0,115142.0,1734.0,62903.0,34264.0,18509.0,4345.0,622332.0,5212.0,178533.0,115486.0,145461.0,22357.0,57475.0,17173.0,1471.0,21472.0,41257.0,8360.0,49740.0,87280.0,4801.0,128316.0,14346.0
2015,BALANCE SHEET,Pinjaman yang Diterima,,,,,1743.0,2288.0,22524.0,35480.0,7727.0,13086.0,,435.0,490.0,,,37502.0,,6685.0,4275.0,,,2778.0,,,,,,1209.0,2757.0,,3309.0,689.0
2015,BALANCE SHEET,Total Liabilitas,3650.0,638.0,10429.0,11106.0,504748.0,86831.0,430157.0,765299.0,157947.0,153843.0,1762.0,80940.0,36508.0,23333.0,4496.0,790572.0,5333.0,210170.0,141876.0,163877.0,24199.0,67116.0,21137.0,1641.0,22353.0,42719.0,8675.0,56708.0,104069.0,5514.0,152314.0,15884.0
2015,BALANCE SHEET,Total Ekuitas,567.0,107.0,1708.0,1053.0,89625.0,7535.0,78438.0,113127.0,13860.0,34215.0,319.0,7757.0,6295.0,2424.0,848.0,119492.0,1234.0,28679.0,15743.0,18813.0,3670.0,13924.0,2114.0,433.0,2766.0,4587.0,1414.0,11517.0,16411.0,1190.0,30806.0,4136.0
2015,BALANCE SHEET,Price to Book Value (PBV),0.78,0.0,0.78,1.25,3.67,0.84,1.22,2.5,0.99,0.9,1.72,0.96,1.04,0.96,1.82,1.84,0.36,0.52,0.75,0.63,1.52,1.03,0.35,0.57,0.3,2.1,1.13,1.86,0.89,1.64,0.7,1.37
2015,BALANCE SHEET,Book Value Per Share (BVPS),108.37,111.1,89.3,164.48,3624.8,826.59,4097.6,4573.84,1309.74,3540.26,152.11,795.45,422.01,276.82,220.2,5017.3,534.14,1141.14,228.88,1583.06,259.3,2324.55,296.07,192.3,211.32,1065.67,216.29,1653.87,1430.48,275.94,1177.0,793.64
2015,BALANCE SHEET,Tangible Book Value Per Share,107.03,111.1,88.73,164.48,3624.8,800.29,4097.6,4573.84,1309.74,3391.38,152.11,795.45,422.01,271.61,220.2,4935.22,533.34,1141.14,225.74,1550.31,259.3,2259.48,295.45,192.3,211.32,1065.67,216.29,1653.87,1430.48,274.84,1176.59,457.36
2015,BALANCE SHEET,Asset Turnover,0.1,0.12,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.13,0.11,0.12,0.12,0.09,0.1,0.09,0.11,0.09,0.09,0.1,0.1,0.17,0.09,0.1,0.1,0.12,0.1,0.1,0.08,0.08,0.1,0.09
2015,INCOME STATEMENT,Total Pendapatan,408.0,95.0,951.0,1121.0,57549.0,8304.0,40206.0,85434.0,14966.0,24182.0,225.0,10084.0,4704.0,2041.0,490.0,81117.0,661.0,22319.0,13905.0,17488.0,2380.0,13004.0,2014.0,185.0,2415.0,5002.0,1001.0,6458.0,9221.0,496.0,16915.0,1550.0
2015,INCOME STATEMENT,Total Beban Pokok Penjualan,-285.0,-60.0,-663.0,-829.0,-11217.0,-5407.0,-11335.0,-27154.0,-8155.0,-10007.0,-149.0,-5108.0,-1580.0,-1351.0,-317.0,-32617.0,-391.0,-10932.0,-7417.0,-9990.0,-1048.0,-5308.0,-1657.0,-120.0,-1412.0,-3306.0,-625.0,-3155.0,-4802.0,-289.0,-9714.0,-779.0
2015,INCOME STATEMENT,Laba Kotor,123.0,34.0,287.0,292.0,46332.0,2897.0,28871.0,58280.0,6811.0,14175.0,76.0,4976.0,3124.0,689.0,174.0,48500.0,270.0,11386.0,6488.0,7498.0,1331.0,7696.0,356.0,66.0,1004.0,1696.0,376.0,3303.0,4419.0,207.0,7201.0,771.0
2015,INCOME STATEMENT,Beban Usaha,-116.0,-35.0,-276.0,-25.0,-23675.0,-1725.0,-17459.0,-27767.0,-4277.0,-10231.0,-55.0,-3165.0,-1927.0,-484.0,-118.0,-22161.0,-189.0,-10695.0,-5031.0,-7204.0,-1092.0,-5236.0,-264.0,-50.0,-911.0,-818.0,-284.0,-2124.0,-2418.0,-180.0,-4776.0,-405.0
2015,INCOME STATEMENT,Laba Usaha,6.0,0.0,11.0,268.0,22657.0,1173.0,11412.0,30513.0,2534.0,3944.0,21.0,1811.0,1197.0,205.0,56.0,26339.0,81.0,692.0,1458.0,294.0,239.0,-5236.0,93.0,16.0,93.0,878.0,92.0,1179.0,2001.0,28.0,2425.0,365.0
2015,INCOME STATEMENT,Pendapatan/Beban Lain-lain,,1.0,0.0,-4.0,,6.0,54.0,1981.0,8.0,-662.0,,-45.0,40.0,4.0,,30.0,-3.0,-122.0,87.0,,,-27.0,1.0,2.0,-9.0,0.0,5.0,60.0,1.0,-5.0,32.0,-3.0
