Year,Section,Metric,AGRS,ARTO,BABP,BACA,BBCA,BBKP,BBNI,BBRI,BBTN,BDMN,BINA,BJBR,BJTM,BKSW,BMAS,BMRI,BNBA,BNGA,BNII,BNLI,BSIM,BTPN,BVIC,DNAR,INPC,MAYA,MCOR,MEGA,NISP,NOBU,PNBN,SDRA
2018,CASHFLOW STATEMENT,Arus Kas Dari Aktivitas Operasi,121.0,-86.0,-17.0,1644.0,4913.0,-6168.0,-4274.0,57262.0,-2410.0,4445.0,506.0,-6070.0,9427.0,-2896.0,206.0,-31962.0,-9.0,-750.0,-7366.0,-4699.0,-950.0,4586.0,-1304.0,264.0,1169.0,-1374.0,-2188.0,-3200.0,8319.0,211.0,-11144.0,-4014.0
2018,CASHFLOW STATEMENT,Arus Kas Dari Aktivitas Investasi,-20.0,142.0,83.0,-262.0,20628.0,2629.0,-9612.0,-26999.0,1689.0,3387.0,-31.0,-220.0,-3063.0,708.0,154.0,-21516.0,6.0,-1609.0,3835.0,11090.0,-188.0,-574.0,1151.0,-2.0,431.0,-785.0,1105.0,-5496.0,-7596.0,567.0,-80.0,1034.0
2018,CASHFLOW STATEMENT,Arus Kas Dari Aktivitas Pendanaan,,,134.0,3.0,-7298.0,270.0,20609.0,-1072.0,6598.0,-4382.0,,2862.0,-1230.0,654.0,-36.0,17626.0,-19.0,-5146.0,4971.0,-2339.0,,1506.0,450.0,,-102.0,2526.0,,-794.0,337.0,,8740.0,2612.0
2018,CASHFLOW STATEMENT,Kenaikan (Penurunan) Bersih Kas dan Setara Kas,101.0,56.0,200.0,1385.0,18243.0,-3269.0,6723.0,29192.0,5877.0,3106.0,475.0,-3429.0,5134.0,-1535.0,324.0,-35853.0,-26.0,-6938.0,1440.0,4052.0,-1138.0,5518.0,257.0,262.0,1498.0,367.0,-1083.0,-9490.0,1060.0,778.0,-2484.0,-368.0
2018,CASHFLOW STATEMENT,Kas Dan Setara Kas Awal Periode,600.0,70.0,1500.0,4683.0,83377.0,15214.0,91977.0,186618.0,38838.0,15834.0,578.0,26662.0,14304.0,4522.0,547.0,158776.0,1304.0,34666.0,16001.0,16597.0,5820.0,14917.0,3651.0,570.0,2773.0,11601.0,2910.0,17332.0,13152.0,3290.0,17780.0,3368.0
2018,CASHFLOW STATEMENT,Kas Dan Setara Kas Akhir Periode,701.0,126.0,1696.0,6068.0,103312.0,15.0,98922.0,215757.0,44715.0,19029.0,1053.0,23249.0,19438.0,3030.0,874.0,124678.0,1281.0,27729.0,17671.0,20896.0,4720.0,20424.0,3908.0,832.0,4294.0,11968.0,1833.0,7842.0,14420.0,4086.0,15446.0,2999.0
2018,CASHFLOW STATEMENT,Operating Cash Flow,121.0,-86.0,-17.0,1644.0,4913.0,-6168.0,-4274.0,57262.0,-2410.0,4445.0,506.0,-6070.0,9427.0,-2896.0,206.0,-31962.0,-9.0,-750.0,-7366.0,-4699.0,-950.0,4586.0,-1343.0,264.0,1169.0,-1374.0,-2188.0,-3200.0,8319.0,211.0,-11144.0,-4014.0
2018,CASHFLOW STATEMENT,Capital expenditure,-2.0,-1.0,-9.0,-262.0,-2347.0,-279.0,-1945.0,-1823.0,-527.0,-476.0,-9.0,-221.0,-31.0,-13.0,-5.0,-3294.0,-8.0,-694.0,-175.0,-199.0,-189.0,-383.0,-28.0,-2.0,-20.0,-182.0,-43.0,-137.0,-329.0,-27.0,-144.0,-23.0
2018,CASHFLOW STATEMENT,Free cash flow,119.0,-87.0,-26.0,1382.0,2565.0,-6447.0,-6219.0,55440.0,-2937.0,3969.0,497.0,-6291.0,9396.0,-2909.0,201.0,-35256.0,-17.0,-1444.0,-7541.0,-4898.0,-1139.0,4203.0,-1371.0,262.0,1149.0,-1556.0,-2231.0,-3337.0,7990.0,184.0,-11289.0,-4037.0
2018,CASHFLOW STATEMENT,Free cash flow per share,22.73,-72.4,-1.2,195.52,104.05,-553.26,-333.5,449.47,-277.35,414.12,182.25,-639.41,627.32,-142.33,45.21,-755.5,-7.28,-57.44,-98.94,-174.65,-74.04,718.23,-158.17,116.59,72.76,-243.94,-134.16,-479.24,348.23,41.37,-468.66,-600.72
2018,BALANCE SHEET,Total Aset,4151.0,665.0,10855.0,18020.0,824788.0,95644.0,808572.0,1296898.0,306436.0,186762.0,3854.0,120191.0,62689.0,-142.33,6694.0,1202252.0,7297.0,266781.0,177533.0,152893.0,30749.0,101919.0,30172.0,2534.0,26025.0,86972.0,15992.0,83762.0,173583.0,11794.0,207204.0,29632.0
2018,BALANCE SHEET,Kas Dan Setara Kas,30.0,20.0,173.0,101.0,21691.0,816.0,14044.0,27422.0,1244.0,2824.0,102.0,2929.0,1914.0,49.0,102.0,27349.0,54.0,4293.0,1605.0,2185.0,554.0,1838.0,58.0,24.0,379.0,227.0,218.0,998.0,1067.0,189.0,1194.0,318.0
2018,BALANCE SHEET,Giro Pada Bank Indonesia,232.0,103.0,409.0,1213.0,43548.0,4031.0,35591.0,71159.0,15418.0,6460.0,153.0,9981.0,4076.0,1350.0,313.0,59853.0,378.0,10435.0,8941.0,8901.0,2023.0,5249.0,1551.0,124.0,1388.0,5012.0,957.0,3858.0,9459.0,549.0,9199.0,1787.0
2018,BALANCE SHEET,Penempatan Pada Bank Indonesia,412.0,,890.0,4426.0,31683.0,6355.0,39324.0,87018.0,26465.0,8576.0,796.0,9727.0,13347.0,1566.0,385.0,22516.0,800.0,9227.0,4978.0,11851.0,1830.0,11750.0,2402.0,554.0,2203.0,6665.0,604.0,2890.0,5264.0,3185.0,4649.0,759.0
2018,BALANCE SHEET,Pinjaman Yang Diberikan,2922.0,384.0,7273.0,7973.0,524530.0,64365.0,497887.0,784992.0,212938.0,101651.0,1725.0,74703.0,32695.0,11045.0,4961.0,767761.0,4722.0,180311.0,119910.0,99210.0,19214.0,67608.0,16103.0,1239.0,15076.0,63587.0,11426.0,41906.0,113491.0,6484.0,137386.0,22295.0
2018,BALANCE SHEET,Aset Tetap,16.0,66.0,48.0,553.0,19337.0,3075.0,26127.0,26915.0,5018.0,1903.0,19.0,3272.0,972.0,120.0,439.0,38443.0,788.0,8220.0,2927.0,2552.0,1212.0,1787.0,541.0,105.0,2053.0,1480.0,684.0,6045.0,2800.0,63.0,10261.0,355.0
2018,BALANCE SHEET,Simpanan Nasabah,3489.0,512.0,8470.0,15423.0,629812.0,76150.0,552172.0,944269.0,211034.0,107696.0,2539.0,81821.0,50916.0,15455.0,4933.0,766009.0,5657.0,190750.0,116812.0,118135.0,21989.0,65085.0,20636.0,1800.0,20455.0,71511.0,13073.0,60735.0,125560.0,8692.0,137694.0,15391.0
2018,BALANCE SHEET,Pinjaman yang Diterima,,,,,2093.0,1279.0,52025.0,40457.0,15499.0,11828.0,,6709.0,726.0,,,52340.0,,2196.0,10559.0,17.0,,8465.0,,,,713.0,,,1979.0,,4748.0,4745.0
2018,BALANCE SHEET,Total Liabilitas,3618.0,549.0,9425.0,16535.0,673035.0,87049.0,698198.0,1111623.0,282596.0,144822.0,2646.0,108906.0,54217.0,15815.0,5493.0,1017292.0,5803.0,227201.0,152442.0,130441.0,25892.0,82555.0,27366.0,2060.0,21438.0,76183.0,13476.0,69979.0,149155.0,10380.0,166457.0,23081.0
2018,BALANCE SHEET,Total Ekuitas,533.0,116.0,1430.0,1485.0,151753.0,8594.0,110374.0,185275.0,23840.0,41940.0,1208.0,11285.0,8472.0,4672.0,1201.0,184960.0,1495.0,39581.0,25091.0,22452.0,4856.0,19364.0,2806.0,474.0,4587.0,10789.0,2516.0,13783.0,24428.0,1414.0,40747.0,6550.0
2018,BALANCE SHEET,Price to Book Value (PBV),2.34,0.78,0.76,1.43,4.23,0.36,1.52,2.47,1.13,1.76,1.51,1.81,1.22,0.8,1.36,1.9,0.43,0.58,0.64,0.78,1.74,1.11,0.59,1.28,0.21,4.22,0.94,2.33,0.8,3.14,0.73,0.88
2018,BALANCE SHEET,Book Value Per Share (BVPS),101.37,95.8,65.64,210.03,6151.27,735.71,5795.42,1483.37,2251.22,4310.08,443.32,1142.07,565.62,228.61,270.23,3882.91,647.08,1574.89,324.32,800.63,315.73,3107.29,323.61,210.69,290.39,1691.82,151.29,1979.2,1064.63,318.7,1567.03,974.79
2018,BALANCE SHEET,Tangible Book Value Per Share,100.56,95.8,64.51,210.03,6123.72,716.28,5795.42,1483.37,2251.22,4144.41,443.32,1142.07,565.62,226.94,270.23,3823.67,646.06,1511.38,321.87,782.86,315.73,2946.51,322.61,210.69,287.14,1691.82,139.86,1979.2,1064.63,313.7,1567.03,703.34
2018,BALANCE SHEET,Asset Turnover,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.1,0.08,0.11,0.08,0.1,0.09,0.06,0.08,0.08,0.09,0.08,0.08,0.08,0.1,0.14,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.08
2018,INCOME STATEMENT,Total Pendapatan,344.0,67.0,960.0,1362.0,68763.0,7981.0,60136.0,115761.0,21858.0,20172.0,280.0,11914.0,5201.0,1353.0,511.0,91335.0,645.0,20293.0,14790.0,12211.0,3086.0,14127.0,2280.0,200.0,2264.0,7995.0,1241.0,6772.0,12221.0,747.0,17212.0,2215.0
2018,INCOME STATEMENT,Total Beban Pokok Penjualan,-210.0,-40.0,-573.0,-931.0,-11476.0,-5388.0,-22978.0,-37150.0,-11769.0,-5931.0,-138.0,-5415.0,-1513.0,-1050.0,-276.0,-34005.0,-311.0,-8282.0,-6690.0,-5681.0,-920.0,-4526.0,-1821.0,-118.0,-1066.0,-5025.0,-653.0,-3259.0,-5844.0,-315.0,-8248.0,-925.0
2018,INCOME STATEMENT,Laba Kotor,134.0,28.0,387.0,431.0,57287.0,2593.0,37158.0,78611.0,10089.0,14241.0,143.0,6499.0,3688.0,303.0,235.0,57330.0,334.0,12012.0,8100.0,6531.0,2166.0,9600.0,459.0,82.0,1198.0,2970.0,587.0,3514.0,6378.0,432.0,8964.0,1290.0
2018,INCOME STATEMENT,Beban Usaha,-201.0,-46.0,-307.0,-273.0,-24581.0,-2448.0,-17559.0,-36886.0,-6495.0,-9083.0,-126.0,-4441.0,-1982.0,-277.0,-165.0,-23424.0,-208.0,-7217.0,-5067.0,-5311.0,-2090.0,-6522.0,-464.0,-84.0,-1112.0,-2369.0,-459.0,-1561.0,-2891.0,-346.0,-4589.0,-560.0
2018,INCOME STATEMENT,Laba Usaha,-67.0,-18.0,80.0,158.0,32706.0,145.0,19599.0,41726.0,3594.0,5158.0,17.0,2058.0,1706.0,26.0,70.0,33906.0,126.0,4794.0,3033.0,1219.0,76.0,-6522.0,-4.0,-2.0,86.0,600.0,129.0,1953.0,3486.0,86.0,4375.0,730.0
2018,INCOME STATEMENT,Pendapatan/Beban Lain-lain,38.0,0.0,-1.0,-15.0,,71.0,221.0,28.0,16.0,-232.0,,-121.0,48.0,,,38.0,1.0,56.0,3.0,,,-29.0,98.0,21.0,-12.0,1.0,7.0,49.0,-1.0,-43.0,198.0,5.0
2018,INCOME STATEMENT,Laba Sebelum Pajak,-30.0,-18.0,79.0,142.0,32706.0,216.0,19821.0,41754.0,3610.0,4926.0,17.0,1937.0,1754.0,26.0,95.0,33943.0,127.0,4851.0,3036.0,1219.0,76.0,3049.0,93.0,19.0,74.0,601.0,136.0,2002.0,3486.0,43.0,4573.0,735.0
2018,INCOME STATEMENT,Beban Pajak Penghasilan,-1.0,-5.0,-22.0,-36.0,-6854.0,-26.0,-4729.0,-9335.0,-802.0,-1354.0,-6.0,-385.0,-493.0,-11.0,-24.0,-8091.0,-34.0,-1368.0,-773.0,-318.0,-25.0,-791.0,-14.0,1.0,-21.0,-164.0,-46.0,-403.0,-848.0,1.0,-1386.0,-197.0
2018,INCOME STATEMENT,Laba Bersih Tahun Berjalan,-31.0,-23.0,57.0,107.0,25852.0,190.0,15092.0,32418.0,2808.0,4107.0,11.0,1552.0,1260.0,15.0,71.0,25852.0,93.0,3482.0,2262.0,901.0,50.0,2258.0,79.0,20.0,54.0,437.0,90.0,1599.0,2638.0,45.0,3187.0,538.0
